Tarih,Şimdi,Açılış,Yüksek,Düşük,Fark %
28.06.2019,"5,7873","5,7723","5,8012","5,7393","0,30%"
27.06.2019,"5,7698","5,7753","5,7966","5,7540","-0,04%"
26.06.2019,"5,7719","5,7947","5,8181","5,7453","-0,38%"
25.06.2019,"5,7939","5,8089","5,8338","5,7515","-0,24%"
24.06.2019,"5,8080","5,8213","5,8341","5,7025","-0,21%"
23.06.2019,"5,8080","5,8213","5,8341","5,7025","-0,21%"
22.06.2019,"5,8080","5,8213","5,8341","5,7025","-0,21%"
21.06.2019,"5,8204","5,7643","5,8407","5,7513","1,05%"
20.06.2019,"5,7600","5,7913","5,9022","5,7232","-0,40%"
19.06.2019,"5,7833","5,8279","5,9190","5,7842","-0,67%"
18.06.2019,"5,8225","5,8735","5,8826","5,8114","-0,79%"
17.06.2019,"5,8687","5,8990","5,9291","5,8485","-0,54%"
16.06.2019,"5,8687","5,8990","5,9291","5,8485","-0,54%"
15.06.2019,"5,8687","5,8990","5,9291","5,8485","-0,54%"
14.06.2019,"5,9005","5,8685","5,9338","5,8490","0,66%"
13.06.2019,"5,8619","5,8073","5,9046","5,8018","0,95%"
12.06.2019,"5,8070","5,7977","5,8327","5,7610","0,21%"
11.06.2019,"5,7946","5,7816","5,8457","5,7483","0,36%"
10.06.2019,"5,7737","5,8324","5,8633","5,7568","-0,97%"
09.06.2019,"5,7737","5,8324","5,8633","5,7568","-0,97%"
08.06.2019,"5,7737","5,8324","5,8633","5,7568","-0,97%"
07.06.2019,"5,8300","5,7800","5,8721","5,7755","0,94%"
06.06.2019,"5,7759","5,7300","5,8074","5,7126","0,80%"
05.06.2019,"5,7300","5,7827","5,7912","5,6659","-0,77%"
04.06.2019,"5,7746","5,8343","5,8679","5,7459","-0,94%"
03.06.2019,"5,8293","5,8399","5,8942","5,8234","-0,14%"
02.06.2019,"5,8293","5,8399","5,8942","5,8234","-0,14%"
01.06.2019,"5,8293","5,8399","5,8942","5,8234","-0,14%"
31.05.2019,"5,8372","5,8793","5,9262","5,8144","-0,64%"
30.05.2019,"5,8746","6,0111","6,0299","5,8550","-2,24%"
29.05.2019,"6,0090","6,0317","6,0594","5,9950","-0,30%"
28.05.2019,"6,0271","6,0608","6,0846","5,9833","-0,48%"
27.05.2019,"6,0560","6,0844","6,1104","6,0272","-0,42%"
26.05.2019,"6,0560","6,0844","6,1104","6,0272","-0,42%"
25.05.2019,"6,0560","6,0844","6,1104","6,0272","-0,42%"
24.05.2019,"6,0815","6,0963","6,1297","6,0430","-0,23%"
23.05.2019,"6,0954","6,0956","6,1545","6,0879","0,07%"
22.05.2019,"6,0910","6,0524","6,1225","6,0459","0,65%"
21.05.2019,"6,0515","6,0287","6,0907","6,0094","0,54%"
20.05.2019,"6,0189","6,0558","6,0837","5,9963","-0,58%"
19.05.2019,"6,0189","6,0558","6,0837","5,9963","-0,58%"
18.05.2019,"6,0189","6,0558","6,0837","5,9963","-0,58%"
17.05.2019,"6,0540","6,0465","6,0964","6,0240","0,21%"
16.05.2019,"6,0415","6,0009","6,0543","5,9919","0,74%"
15.05.2019,"5,9973","6,0311","6,0894","5,9882","-0,46%"
14.05.2019,"6,0249","6,0594","6,1143","5,9805","-0,50%"
13.05.2019,"6,0552","6,0032","6,1335","5,9570","1,33%"
12.05.2019,"6,0552","6,0032","6,1335","5,9570","1,33%"
11.05.2019,"6,0552","6,0032","6,1335","5,9570","1,33%"
10.05.2019,"5,9757","6,1928","6,2069","5,9561","-3,47%"
09.05.2019,"6,1907","6,1837","6,2478","6,1543","0,12%"
08.05.2019,"6,1835","6,1500","6,2001","6,1415","0,54%"
07.05.2019,"6,1501","6,0805","6,2000","6,0743","1,20%"
06.05.2019,"6,0769","5,9640","6,1517","5,9640","2,08%"
05.05.2019,"6,0769","5,9640","6,1517","5,9640","2,08%"
04.05.2019,"6,0769","5,9640","6,1517","5,9640","2,08%"
03.05.2019,"5,9531","5,9649","5,9843","5,9528","-0,17%"
02.05.2019,"5,9635","5,9671","5,9850","5,9494","-0,01%"
01.05.2019,"5,9640","5,9659","5,9701","5,9356","0,04%"
30.04.2019,"5,9617","5,9486","5,9858","5,9278","0,28%"
29.04.2019,"5,9448","5,9318","5,9630","5,9152","0,13%"
28.04.2019,"5,9448","5,9318","5,9630","5,9152","0,13%"
27.04.2019,"5,9448","5,9318","5,9630","5,9152","0,13%"
26.04.2019,"5,9372","5,9276","5,9732","5,9145","0,22%"
25.04.2019,"5,9243","5,8735","5,9823","5,8650","0,92%"
24.04.2019,"5,8705","5,8284","5,8943","5,8229","0,73%"
23.04.2019,"5,8277","5,8273","5,8540","5,8094","0,03%"
22.04.2019,"5,8262","5,8112","5,8615","5,8064","0,28%"
21.04.2019,"5,8262","5,8112","5,8615","5,8064","0,28%"
20.04.2019,"5,8262","5,8112","5,8615","5,8064","0,28%"
19.04.2019,"5,8102","5,8001","5,8404","5,7758","0,27%"
18.04.2019,"5,7945","5,7389","5,8538","5,7362","1,01%"
17.04.2019,"5,7367","5,7719","5,7966","5,6965","-0,51%"
16.04.2019,"5,7662","5,8042","5,8316","5,7368","-0,58%"
15.04.2019,"5,7997","5,7643","5,8272","5,7590","0,54%"
14.04.2019,"5,7997","5,7643","5,8272","5,7590","0,54%"
13.04.2019,"5,7997","5,7643","5,8272","5,7590","0,54%"
12.04.2019,"5,7683","5,7380","5,8305","5,7092","0,59%"
11.04.2019,"5,7342","5,6812","5,7625","5,6676","0,94%"
10.04.2019,"5,6808","5,6942","5,7292","5,6623","-0,17%"
09.04.2019,"5,6906","5,6897","5,7337","5,6347","0,02%"
08.04.2019,"5,6893","5,6261","5,7465","5,6175","1,14%"
07.04.2019,"5,6893","5,6261","5,7465","5,6175","1,14%"
06.04.2019,"5,6893","5,6261","5,7465","5,6175","1,14%"
05.04.2019,"5,6252","5,5923","5,6514","5,5582","0,66%"
04.04.2019,"5,5881","5,6262","5,6666","5,5460","-0,60%"
03.04.2019,"5,6221","5,6050","5,6751","5,5672","0,32%"
02.04.2019,"5,6040","5,4865","5,6815","5,4760","2,16%"
01.04.2019,"5,4853","5,5705","5,7135","5,4175","-1,00%"
31.03.2019,"5,4853","5,5705","5,7135","5,4175","-1,00%"
30.03.2019,"5,4853","5,5705","5,7135","5,4175","-1,00%"
29.03.2019,"5,5405","5,5586","5,6826","5,5470","-0,10%"
28.03.2019,"5,5460","5,3322","5,6547","5,3317","4,12%"
27.03.2019,"5,3268","5,3393","5,4712","5,2758","-0,00%"
26.03.2019,"5,3269","5,5506","5,5949","5,3018","-4,01%"
25.03.2019,"5,5493","5,7631","5,7736","5,5442","-3,69%"
24.03.2019,"5,5493","5,7631","5,7736","5,5442","-3,69%"
23.03.2019,"5,5493","5,7631","5,7736","5,5442","-3,69%"
22.03.2019,"5,7617","5,4654","5,8486","5,4505","5,50%"
21.03.2019,"5,4612","5,4215","5,4809","5,4191","0,80%"
20.03.2019,"5,4178","5,4762","5,4859","5,4071","-1,05%"
19.03.2019,"5,4754","5,4685","5,4912","5,4562","0,17%"
18.03.2019,"5,4659","5,4466","5,4759","5,4437","0,37%"
17.03.2019,"5,4659","5,4466","5,4759","5,4437","0,37%"
16.03.2019,"5,4659","5,4466","5,4759","5,4437","0,37%"
15.03.2019,"5,4457","5,4668","5,4781","5,4427","-0,36%"
14.03.2019,"5,4653","5,4566","5,4795","5,4545","0,20%"
13.03.2019,"5,4544","5,4563","5,4815","5,4483","-0,01%"
12.03.2019,"5,4552","5,4454","5,4679","5,4253","0,20%"
11.03.2019,"5,4445","5,4320","5,4636","5,4241","0,34%"
10.03.2019,"5,4445","5,4320","5,4636","5,4241","0,34%"
09.03.2019,"5,4445","5,4320","5,4636","5,4241","0,34%"
08.03.2019,"5,4260","5,4713","5,4889","5,4216","-0,81%"
07.03.2019,"5,4702","5,4285","5,4820","5,4199","0,81%"
06.03.2019,"5,4263","5,3874","5,4482","5,3605","0,78%"
05.03.2019,"5,3842","5,3740","5,4030","5,3615","0,21%"
04.03.2019,"5,3727","5,3746","5,4024","5,3630","-0,01%"
03.03.2019,"5,3727","5,3746","5,4024","5,3630","-0,01%"
02.03.2019,"5,3727","5,3746","5,4024","5,3630","-0,01%"
01.03.2019,"5,3732","5,3400","5,4061","5,3305","0,73%"
28.02.2019,"5,3341","5,3088","5,3429","5,3057","0,44%"
27.02.2019,"5,3109","5,3060","5,3259","5,2832","0,17%"
26.02.2019,"5,3020","5,3028","5,3199","5,2877","-0,01%"
25.02.2019,"5,3026","5,3198","5,3284","5,2912","-0,30%"
24.02.2019,"5,3026","5,3198","5,3284","5,2912","-0,30%"
23.02.2019,"5,3026","5,3198","5,3284","5,2912","-0,30%"
22.02.2019,"5,3186","5,3159","5,3414","5,3010","-0,05%"
21.02.2019,"5,3214","5,3288","5,3455","5,2982","-0,06%"
20.02.2019,"5,3244","5,2838","5,3322","5,2748","0,79%"
19.02.2019,"5,2828","5,2931","5,3246","5,2786","-0,48%"
18.02.2019,"5,3083","5,2817","5,3231","5,2762","0,70%"
17.02.2019,"5,3083","5,2817","5,3231","5,2762","0,70%"
16.02.2019,"5,3083","5,2817","5,3231","5,2762","0,70%"
15.02.2019,"5,2714","5,2704","5,3111","5,2430","-0,03%"
14.02.2019,"5,2729","5,2830","5,3253","5,2572","-0,23%"
13.02.2019,"5,2850","5,2538","5,2985","5,2352","0,64%"
12.02.2019,"5,2516","5,2787","5,2938","5,2470","-0,50%"
11.02.2019,"5,2780","5,2499","5,2929","5,2357","0,58%"
10.02.2019,"5,2780","5,2499","5,2929","5,2357","0,58%"
09.02.2019,"5,2780","5,2499","5,2929","5,2357","0,58%"
08.02.2019,"5,2474","5,2643","5,2781","5,2220","-0,37%"
07.02.2019,"5,2668","5,2176","5,2970","5,2085","0,96%"
06.02.2019,"5,2168","5,2014","5,2414","5,1977","0,35%"
05.02.2019,"5,1985","5,2217","5,2259","5,1790","-0,38%"
04.02.2019,"5,2182","5,2031","5,2444","5,2001","0,19%"
03.02.2019,"5,2182","5,2031","5,2444","5,2001","0,19%"
02.02.2019,"5,2182","5,2031","5,2444","5,2001","0,19%"
01.02.2019,"5,2084","5,1585","5,2308","5,1585","0,85%"
31.01.2019,"5,1645","5,2265","5,2462","5,1589","-1,16%"
30.01.2019,"5,2252","5,3095","5,3253","5,2090","-1,59%"
29.01.2019,"5,3098","5,3238","5,3647","5,2963","-0,34%"
28.01.2019,"5,3279","5,2585","5,3432","5,2432","1,12%"
27.01.2019,"5,3279","5,2585","5,3432","5,2432","1,12%"
26.01.2019,"5,3279","5,2585","5,3432","5,2432","1,12%"
25.01.2019,"5,2688","5,2615","5,2926","5,2455","0,07%"
24.01.2019,"5,2651","5,2849","5,3017","5,2446","-0,40%"
23.01.2019,"5,2860","5,3397","5,3578","5,2727","-1,08%"
22.01.2019,"5,3436","5,3265","5,3731","5,3216","0,35%"
21.01.2019,"5,3247","5,3258","5,3589","5,3144","-0,07%"
20.01.2019,"5,3247","5,3258","5,3589","5,3144","-0,07%"
19.01.2019,"5,3247","5,3258","5,3589","5,3144","-0,07%"
18.01.2019,"5,3283","5,3426","5,3777","5,3152","-0,37%"
17.01.2019,"5,3480","5,3326","5,3921","5,3321","0,22%"
16.01.2019,"5,3363","5,4500","5,4559","5,3263","-2,03%"
15.01.2019,"5,4466","5,4461","5,4715","5,4219","0,03%"
14.01.2019,"5,4447","5,4630","5,5534","5,4310","-0,19%"
13.01.2019,"5,4447","5,4630","5,5534","5,4310","-0,19%"
12.01.2019,"5,4447","5,4630","5,5534","5,4310","-0,19%"
11.01.2019,"5,4550","5,4196","5,5055","5,4000","0,71%"
10.01.2019,"5,4168","5,4801","5,5083","5,3975","-1,10%"
09.01.2019,"5,4768","5,4805","5,5486","5,4375","-0,08%"
08.01.2019,"5,4811","5,3814","5,5155","5,3740","1,79%"
07.01.2019,"5,3848","5,3362","5,4153","5,3171","1,01%"
06.01.2019,"5,3848","5,3362","5,4153","5,3171","1,01%"
05.01.2019,"5,3848","5,3362","5,4153","5,3171","1,01%"
04.01.2019,"5,3311","5,4587","5,4778","5,3058","-2,48%"
03.01.2019,"5,4664","5,4002","5,8300","5,3857","1,22%"
02.01.2019,"5,4003","5,3010","5,4215","5,2737","2,02%"
01.01.2019,"5,2933","5,2896","5,2933","5,2540","0,09%"
